Country,Air Pollutant,Air Pollutant Description,Year,Air Pollution Level,Unit Of Air Pollution Level
Italy,CO,Carbon monoxide (air),2015,0.0,count
Italy,CO,Carbon monoxide (air),2014,0.271,mg/m3
Italy,CO,Carbon monoxide (air),2015,0.337,mg/m3
Italy,CO,Carbon monoxide (air),2013,0.355,mg/m3
Italy,CO,Carbon monoxide (air),2010,2.986,mg/m3
Italy,CO,Carbon monoxide (air),2009,3.229,mg/m3
Italy,CO,Carbon monoxide (air),2012,3.457,mg/m3
Italy,CO,Carbon monoxide (air),2006,3.8,mg/m3
Italy,CO,Carbon monoxide (air),2011,3.871,mg/m3
Italy,CO,Carbon monoxide (air),2008,3.95,mg/m3
Italy,CO,Carbon monoxide (air),2005,4.75,mg/m3
Italy,CO,Carbon monoxide (air),2007,5.475,mg/m3
Italy,CO,Carbon monoxide (air),2012,0.36,mg/m3
Italy,CO,Carbon monoxide (air),2010,0.369,mg/m3
Italy,CO,Carbon monoxide (air),2009,0.403,mg/m3
Italy,CO,Carbon monoxide (air),2008,0.527,mg/m3
Italy,CO,Carbon monoxide (air),2011,0.553,mg/m3
Italy,CO,Carbon monoxide (air),2006,0.704,mg/m3
Italy,CO,Carbon monoxide (air),2005,0.744,mg/m3
Italy,CO,Carbon monoxide (air),2007,0.785,mg/m3
Italy,CO,Carbon monoxide (air),2015,1.657,mg/m3
Italy,CO,Carbon monoxide (air),2016,1.8,mg/m3
Italy,CO,Carbon monoxide (air),2014,2.138,mg/m3
Italy,CO,Carbon monoxide (air),2013,3.388,mg/m3
Italy,CO,Carbon monoxide (air),2013,0.0,count
Italy,CO,Carbon monoxide (air),2014,0.0,count
Italy,CO,Carbon monoxide (air),2015,0.0,count
Italy,CO,Carbon monoxide (air),2016,0.0,count
Italy,CO,Carbon monoxide (air),2014,0.396,mg/m3
Italy,CO,Carbon monoxide (air),2016,0.406,mg/m3
Italy,CO,Carbon monoxide (air),2015,0.444,mg/m3
Italy,CO,Carbon monoxide (air),2013,0.473,mg/m3
Italy,CO,Carbon monoxide (air),2008,1.362,mg/m3
Italy,CO,Carbon monoxide (air),2010,1.443,mg/m3
Italy,CO,Carbon monoxide (air),2011,1.737,mg/m3
Italy,CO,Carbon monoxide (air),2009,2.037,mg/m3
Italy,CO,Carbon monoxide (air),2012,2.257,mg/m3
Italy,CO,Carbon monoxide (air),2004,2.263,mg/m3
Italy,CO,Carbon monoxide (air),2006,2.35,mg/m3
Italy,CO,Carbon monoxide (air),2005,2.75,mg/m3
Italy,CO,Carbon monoxide (air),2007,3.1,mg/m3
Italy,CO,Carbon monoxide (air),2005,0.31,mg/m3
Italy,CO,Carbon monoxide (air),2011,0.328,mg/m3
Italy,CO,Carbon monoxide (air),2010,0.335,mg/m3
Italy,CO,Carbon monoxide (air),2008,0.341,mg/m3
Italy,CO,Carbon monoxide (air),2006,0.345,mg/m3
Italy,CO,Carbon monoxide (air),2007,0.36,mg/m3
Italy,CO,Carbon monoxide (air),2009,0.369,mg/m3
Italy,CO,Carbon monoxide (air),2012,0.388,mg/m3
Italy,CO,Carbon monoxide (air),2004,0.407,mg/m3
Italy,CO,Carbon monoxide (air),2019,1.443,mg/m3
Italy,CO,Carbon monoxide (air),2015,1.55,mg/m3
Italy,CO,Carbon monoxide (air),2017,1.557,mg/m3
Italy,CO,Carbon monoxide (air),2018,1.557,mg/m3
Italy,CO,Carbon monoxide (air),2014,1.675,mg/m3
Italy,CO,Carbon monoxide (air),2020,1.829,mg/m3
Italy,CO,Carbon monoxide (air),2016,1.843,mg/m3
Italy,CO,Carbon monoxide (air),2013,2.475,mg/m3
Italy,CO,Carbon monoxide (air),2013,0.0,count
Italy,CO,Carbon monoxide (air),2014,0.0,count
Italy,CO,Carbon monoxide (air),2015,0.0,count
Italy,CO,Carbon monoxide (air),2016,0.0,count
Italy,CO,Carbon monoxide (air),2017,0.0,count
Italy,CO,Carbon monoxide (air),2018,0.0,count
Italy,CO,Carbon monoxide (air),2019,0.0,count
Italy,CO,Carbon monoxide (air),2020,0.0,count
Italy,CO,Carbon monoxide (air),2020,0.405,mg/m3
Italy,CO,Carbon monoxide (air),2019,0.421,mg/m3
Italy,CO,Carbon monoxide (air),2018,0.435,mg/m3
Italy,CO,Carbon monoxide (air),2016,0.443,mg/m3
Italy,CO,Carbon monoxide (air),2017,0.451,mg/m3
Italy,CO,Carbon monoxide (air),2014,0.475,mg/m3
Italy,CO,Carbon monoxide (air),2015,0.491,mg/m3
Italy,CO,Carbon monoxide (air),2013,0.523,mg/m3
Italy,CO,Carbon monoxide (air),2012,1.638,mg/m3
Italy,CO,Carbon monoxide (air),2010,1.888,mg/m3
Italy,CO,Carbon monoxide (air),2009,2.037,mg/m3
Italy,CO,Carbon monoxide (air),2011,2.186,mg/m3
Italy,CO,Carbon monoxide (air),2008,2.625,mg/m3
Italy,CO,Carbon monoxide (air),2012,0.516,mg/m3
Italy,CO,Carbon monoxide (air),2010,0.517,mg/m3
Italy,CO,Carbon monoxide (air),2011,0.524,mg/m3
Italy,CO,Carbon monoxide (air),2009,0.557,mg/m3
Italy,CO,Carbon monoxide (air),2008,0.589,mg/m3
Italy,CO,Carbon monoxide (air),2018,0.638,mg/m3
Italy,CO,Carbon monoxide (air),2014,0.65,mg/m3
Italy,CO,Carbon monoxide (air),2020,0.657,mg/m3
Italy,CO,Carbon monoxide (air),2017,0.688,mg/m3
Italy,CO,Carbon monoxide (air),2015,0.7,mg/m3
Italy,CO,Carbon monoxide (air),2016,0.863,mg/m3
Italy,CO,Carbon monoxide (air),2013,1.0,mg/m3
Italy,CO,Carbon monoxide (air),2019,1.288,mg/m3
Italy,CO,Carbon monoxide (air),2013,0.0,count
Italy,CO,Carbon monoxide (air),2014,0.0,count
Italy,CO,Carbon monoxide (air),2015,0.0,count
Italy,CO,Carbon monoxide (air),2016,0.0,count
Italy,CO,Carbon monoxide (air),2017,0.0,count
Italy,CO,Carbon monoxide (air),2018,0.0,count
Italy,CO,Carbon monoxide (air),2019,0.0,count
Italy,CO,Carbon monoxide (air),2020,0.0,count
Italy,CO,Carbon monoxide (air),2019,0.229,mg/m3
Italy,CO,Carbon monoxide (air),2018,0.26,mg/m3
Italy,CO,Carbon monoxide (air),2020,0.266,mg/m3
Italy,CO,Carbon monoxide (air),2014,0.271,mg/m3
Italy,CO,Carbon monoxide (air),2015,0.274,mg/m3
Italy,CO,Carbon monoxide (air),2013,0.288,mg/m3
Italy,CO,Carbon monoxide (air),2017,0.294,mg/m3
Italy,CO,Carbon monoxide (air),2016,0.297,mg/m3
Italy,CO,Carbon monoxide (air),2011,0.7,mg/m3
Italy,CO,Carbon monoxide (air),2007,0.788,mg/m3
Italy,CO,Carbon monoxide (air),2012,0.788,mg/m3
Italy,CO,Carbon monoxide (air),2010,0.986,mg/m3
Italy,CO,Carbon monoxide (air),2009,1.513,mg/m3
Italy,CO,Carbon monoxide (air),2008,1.625,mg/m3
Italy,CO,Carbon monoxide (air),2007,0.266,mg/m3
Italy,CO,Carbon monoxide (air),2011,0.283,mg/m3
Italy,CO,Carbon monoxide (air),2009,0.286,mg/m3
Italy,CO,Carbon monoxide (air),2012,0.29,mg/m3
Italy,CO,Carbon monoxide (air),2010,0.291,mg/m3
Italy,CO,Carbon monoxide (air),2008,0.3,mg/m3
Italy,CO,Carbon monoxide (air),2014,2.529,mg/m3
Italy,CO,Carbon monoxide (air),2018,2.586,mg/m3
Italy,CO,Carbon monoxide (air),2019,3.114,mg/m3
Italy,CO,Carbon monoxide (air),2017,3.314,mg/m3
Italy,CO,Carbon monoxide (air),2015,3.414,mg/m3
Italy,CO,Carbon monoxide (air),2016,3.514,mg/m3
Italy,CO,Carbon monoxide (air),2013,4.229,mg/m3
Italy,CO,Carbon monoxide (air),2013,0.0,count
Italy,CO,Carbon monoxide (air),2014,0.0,count
Italy,CO,Carbon monoxide (air),2015,0.0,count
Italy,CO,Carbon monoxide (air),2016,0.0,count
Italy,CO,Carbon monoxide (air),2017,0.0,count
Italy,CO,Carbon monoxide (air),2018,0.0,count
Italy,CO,Carbon monoxide (air),2019,0.0,count
Italy,CO,Carbon monoxide (air),2018,0.442,mg/m3
Italy,CO,Carbon monoxide (air),2019,0.453,mg/m3
Italy,CO,Carbon monoxide (air),2017,0.506,mg/m3
Italy,CO,Carbon monoxide (air),2014,0.52,mg/m3
Italy,CO,Carbon monoxide (air),2016,0.566,mg/m3
Italy,CO,Carbon monoxide (air),2015,0.59,mg/m3
Italy,CO,Carbon monoxide (air),2013,0.591,mg/m3
Italy,CO,Carbon monoxide (air),2010,2.829,mg/m3
Italy,CO,Carbon monoxide (air),2009,3.338,mg/m3
Italy,CO,Carbon monoxide (air),2011,3.875,mg/m3
Italy,CO,Carbon monoxide (air),2009,0.557,mg/m3
Italy,CO,Carbon monoxide (air),2010,0.614,mg/m3
Italy,CO,Carbon monoxide (air),2011,0.669,mg/m3
Italy,CO,Carbon monoxide (air),2014,1.8,mg/m3
Italy,CO,Carbon monoxide (air),2016,1.95,mg/m3
Italy,CO,Carbon monoxide (air),2017,2.138,mg/m3
Italy,CO,Carbon monoxide (air),2015,2.313,mg/m3
Italy,CO,Carbon monoxide (air),2013,2.725,mg/m3
Italy,CO,Carbon monoxide (air),2013,0.0,count
Italy,CO,Carbon monoxide (air),2014,0.0,count
Italy,CO,Carbon monoxide (air),2015,0.0,count
Italy,CO,Carbon monoxide (air),2016,0.0,count
Italy,CO,Carbon monoxide (air),2017,0.0,count
Italy,CO,Carbon monoxide (air),2014,0.279,mg/m3
Italy,CO,Carbon monoxide (air),2016,0.292,mg/m3
Italy,CO,Carbon monoxide (air),2017,0.303,mg/m3
Italy,CO,Carbon monoxide (air),2013,0.315,mg/m3
Italy,CO,Carbon monoxide (air),2015,0.333,mg/m3
Italy,CO,Carbon monoxide (air),2010,1.788,mg/m3
Italy,CO,Carbon monoxide (air),2012,1.888,mg/m3
Italy,CO,Carbon monoxide (air),2009,2.0,mg/m3
Italy,CO,Carbon monoxide (air),2011,2.125,mg/m3
Italy,CO,Carbon monoxide (air),2008,2.25,mg/m3
Italy,CO,Carbon monoxide (air),2012,0.317,mg/m3
Italy,CO,Carbon monoxide (air),2010,0.333,mg/m3
Italy,CO,Carbon monoxide (air),2009,0.337,mg/m3
Italy,CO,Carbon monoxide (air),2011,0.339,mg/m3
Italy,CO,Carbon monoxide (air),2008,0.367,mg/m3
Italy,CO,Carbon monoxide (air),2019,2.075,mg/m3
Italy,CO,Carbon monoxide (air),2014,2.15,mg/m3
Italy,CO,Carbon monoxide (air),2018,2.288,mg/m3
Italy,CO,Carbon monoxide (air),2020,2.313,mg/m3
Italy,CO,Carbon monoxide (air),2017,2.438,mg/m3
Italy,CO,Carbon monoxide (air),2015,2.45,mg/m3
Italy,CO,Carbon monoxide (air),2016,2.45,mg/m3
Italy,CO,Carbon monoxide (air),2013,2.686,mg/m3
Italy,CO,Carbon monoxide (air),2013,0.0,count
Italy,CO,Carbon monoxide (air),2014,0.0,count
Italy,CO,Carbon monoxide (air),2015,0.0,count
Italy,CO,Carbon monoxide (air),2016,0.0,count
Italy,CO,Carbon monoxide (air),2017,0.0,count
Italy,CO,Carbon monoxide (air),2018,0.0,count
Italy,CO,Carbon monoxide (air),2019,0.0,count
Italy,CO,Carbon monoxide (air),2020,0.0,count
Italy,CO,Carbon monoxide (air),2019,0.342,mg/m3
Italy,CO,Carbon monoxide (air),2020,0.342,mg/m3
Italy,CO,Carbon monoxide (air),2018,0.352,mg/m3
Italy,CO,Carbon monoxide (air),2014,0.356,mg/m3
Italy,CO,Carbon monoxide (air),2016,0.365,mg/m3
Italy,CO,Carbon monoxide (air),2013,0.381,mg/m3
Italy,CO,Carbon monoxide (air),2015,0.397,mg/m3
Italy,CO,Carbon monoxide (air),2017,0.423,mg/m3
Italy,CO,Carbon monoxide (air),2010,2.314,mg/m3
Italy,CO,Carbon monoxide (air),2011,2.814,mg/m3
Italy,CO,Carbon monoxide (air),2012,2.957,mg/m3
Italy,CO,Carbon monoxide (air),2009,3.4,mg/m3
Italy,CO,Carbon monoxide (air),2008,3.45,mg/m3
Italy,CO,Carbon monoxide (air),2012,0.405,mg/m3
Italy,CO,Carbon monoxide (air),2011,0.416,mg/m3
Italy,CO,Carbon monoxide (air),2010,0.43,mg/m3
Italy,CO,Carbon monoxide (air),2009,0.461,mg/m3
Italy,CO,Carbon monoxide (air),2008,0.54,mg/m3
Italy,CO,Carbon monoxide (air),2018,1.288,mg/m3
Italy,CO,Carbon monoxide (air),2018,0.0,count
Italy,CO,Carbon monoxide (air),2018,0.385,mg/m3
Italy,CO,Carbon monoxide (air),2011,1.775,mg/m3
Italy,CO,Carbon monoxide (air),2012,2.188,mg/m3
Italy,CO,Carbon monoxide (air),2011,0.468,mg/m3
Italy,CO,Carbon monoxide (air),2012,0.478,mg/m3
Italy,CO,Carbon monoxide (air),2014,2.3,mg/m3
Italy,CO,Carbon monoxide (air),2013,4.171,mg/m3
Italy,CO,Carbon monoxide (air),2013,0.0,count
Italy,CO,Carbon monoxide (air),2014,0.0,count
Italy,CO,Carbon monoxide (air),2014,0.487,mg/m3
Italy,CO,Carbon monoxide (air),2013,0.527,mg/m3
Italy,CO,Carbon monoxide (air),2009,2.586,mg/m3
Italy,CO,Carbon monoxide (air),2012,2.714,mg/m3
Italy,CO,Carbon monoxide (air),2010,2.771,mg/m3
Italy,CO,Carbon monoxide (air),2011,2.957,mg/m3
Italy,CO,Carbon monoxide (air),2010,0.472,mg/m3
Italy,CO,Carbon monoxide (air),2012,0.499,mg/m3
Italy,CO,Carbon monoxide (air),2009,0.529,mg/m3
Italy,CO,Carbon monoxide (air),2011,0.532,mg/m3
Italy,CO,Carbon monoxide (air),2019,2.143,mg/m3
Italy,CO,Carbon monoxide (air),2014,2.363,mg/m3
Italy,CO,Carbon monoxide (air),2015,2.714,mg/m3
Italy,CO,Carbon monoxide (air),2020,2.8,mg/m3
Italy,CO,Carbon monoxide (air),2016,2.857,mg/m3
Italy,CO,Carbon monoxide (air),2018,2.886,mg/m3
Italy,CO,Carbon monoxide (air),2013,2.9,mg/m3
Italy,CO,Carbon monoxide (air),2017,3.138,mg/m3
Italy,CO,Carbon monoxide (air),2013,0.0,count
Italy,CO,Carbon monoxide (air),2014,0.0,count
Italy,CO,Carbon monoxide (air),2015,0.0,count
Italy,CO,Carbon monoxide (air),2016,0.0,count
Italy,CO,Carbon monoxide (air),2017,0.0,count
Italy,CO,Carbon monoxide (air),2018,0.0,count
Italy,CO,Carbon monoxide (air),2019,0.0,count
Italy,CO,Carbon monoxide (air),2020,0.0,count
Italy,CO,Carbon monoxide (air),2019,0.282,mg/m3
Italy,CO,Carbon monoxide (air),2018,0.289,mg/m3
Italy,CO,Carbon monoxide (air),2020,0.341,mg/m3
Italy,CO,Carbon monoxide (air),2016,0.354,mg/m3
Italy,CO,Carbon monoxide (air),2017,0.356,mg/m3
Italy,CO,Carbon monoxide (air),2015,0.394,mg/m3
Italy,CO,Carbon monoxide (air),2014,0.448,mg/m3
Italy,CO,Carbon monoxide (air),2013,0.504,mg/m3
Italy,CO,Carbon monoxide (air),2012,2.614,mg/m3
Italy,CO,Carbon monoxide (air),2011,3.229,mg/m3
Italy,CO,Carbon monoxide (air),2012,0.516,mg/m3
Italy,CO,Carbon monoxide (air),2011,0.587,mg/m3
Italy,CO,Carbon monoxide (air),2020,1.429,mg/m3
Italy,CO,Carbon monoxide (air),2018,1.471,mg/m3
Italy,CO,Carbon monoxide (air),2015,1.543,mg/m3
Italy,CO,Carbon monoxide (air),2016,1.6,mg/m3
Italy,CO,Carbon monoxide (air),2019,1.688,mg/m3
Italy,CO,Carbon monoxide (air),2014,1.813,mg/m3
Italy,CO,Carbon monoxide (air),2017,1.943,mg/m3
Italy,CO,Carbon monoxide (air),2013,2.275,mg/m3
Italy,CO,Carbon monoxide (air),2013,0.0,count
Italy,CO,Carbon monoxide (air),2014,0.0,count
Italy,CO,Carbon monoxide (air),2015,0.0,count
Italy,CO,Carbon monoxide (air),2016,0.0,count
Italy,CO,Carbon monoxide (air),2017,0.0,count
Italy,CO,Carbon monoxide (air),2018,0.0,count
Italy,CO,Carbon monoxide (air),2019,0.0,count
Italy,CO,Carbon monoxide (air),2020,0.0,count
Italy,CO,Carbon monoxide (air),2020,0.31,mg/m3
Italy,CO,Carbon monoxide (air),2019,0.343,mg/m3
Italy,CO,Carbon monoxide (air),2018,0.352,mg/m3
Italy,CO,Carbon monoxide (air),2016,0.361,mg/m3
Italy,CO,Carbon monoxide (air),2017,0.404,mg/m3
Italy,CO,Carbon monoxide (air),2015,0.426,mg/m3
Italy,CO,Carbon monoxide (air),2014,0.434,mg/m3
Italy,CO,Carbon monoxide (air),2013,0.438,mg/m3
Italy,CO,Carbon monoxide (air),2012,1.657,mg/m3
Italy,CO,Carbon monoxide (air),2011,1.843,mg/m3
Italy,CO,Carbon monoxide (air),2011,0.357,mg/m3
Italy,CO,Carbon monoxide (air),2012,0.399,mg/m3
Italy,CO,Carbon monoxide (air),2020,1.943,mg/m3
Italy,CO,Carbon monoxide (air),2018,2.029,mg/m3
Italy,CO,Carbon monoxide (air),2017,2.257,mg/m3
Italy,CO,Carbon monoxide (air),2019,2.686,mg/m3
Italy,CO,Carbon monoxide (air),2016,2.857,mg/m3
Italy,CO,Carbon monoxide (air),2016,0.0,count
Italy,CO,Carbon monoxide (air),2017,0.0,count
Italy,CO,Carbon monoxide (air),2018,0.0,count
Italy,CO,Carbon monoxide (air),2019,0.0,count
Italy,CO,Carbon monoxide (air),2020,0.0,count
Italy,CO,Carbon monoxide (air),2019,0.244,mg/m3
Italy,CO,Carbon monoxide (air),2020,0.248,mg/m3
Italy,CO,Carbon monoxide (air),2018,0.252,mg/m3
Italy,CO,Carbon monoxide (air),2017,0.475,mg/m3
Italy,CO,Carbon monoxide (air),2016,0.571,mg/m3
Italy,CO,Carbon monoxide (air),2019,1.863,mg/m3
Italy,CO,Carbon monoxide (air),2017,1.988,mg/m3
Italy,CO,Carbon monoxide (air),2017,0.0,count
Italy,CO,Carbon monoxide (air),2019,0.0,count
Italy,CO,Carbon monoxide (air),2019,0.276,mg/m3
Italy,CO,Carbon monoxide (air),2017,0.45,mg/m3
Italy,CO,Carbon monoxide (air),2020,1.057,mg/m3
Italy,CO,Carbon monoxide (air),2018,1.4,mg/m3
Italy,CO,Carbon monoxide (air),2018,0.0,count
Italy,CO,Carbon monoxide (air),2020,0.0,count
Italy,CO,Carbon monoxide (air),2018,0.303,mg/m3
Italy,CO,Carbon monoxide (air),2020,0.308,mg/m3
Italy,CO,Carbon monoxide (air),2012,1.25,mg/m3
Italy,CO,Carbon monoxide (air),2009,1.538,mg/m3
Italy,CO,Carbon monoxide (air),2011,1.7,mg/m3
Italy,CO,Carbon monoxide (air),2010,1.725,mg/m3
Italy,CO,Carbon monoxide (air),2005,2.5,mg/m3
Italy,CO,Carbon monoxide (air),2006,3.825,mg/m3
Italy,CO,Carbon monoxide (air),2012,0.517,mg/m3
Italy,CO,Carbon monoxide (air),2011,0.619,mg/m3
Italy,CO,Carbon monoxide (air),2009,0.653,mg/m3
Italy,CO,Carbon monoxide (air),2010,0.673,mg/m3
Italy,CO,Carbon monoxide (air),2005,0.878,mg/m3
Italy,CO,Carbon monoxide (air),2007,0.884,mg/m3
Italy,CO,Carbon monoxide (air),2006,1.333,mg/m3
Italy,CO,Carbon monoxide (air),2019,0.838,mg/m3
Italy,CO,Carbon monoxide (air),2014,1.013,mg/m3
Italy,CO,Carbon monoxide (air),2018,1.038,mg/m3
Italy,CO,Carbon monoxide (air),2017,1.075,mg/m3
Italy,CO,Carbon monoxide (air),2016,1.1,mg/m3
Italy,CO,Carbon monoxide (air),2020,1.613,mg/m3
Italy,CO,Carbon monoxide (air),2014,0.0,count
Italy,CO,Carbon monoxide (air),2016,0.0,count
Italy,CO,Carbon monoxide (air),2017,0.0,count
Italy,CO,Carbon monoxide (air),2018,0.0,count
Italy,CO,Carbon monoxide (air),2019,0.0,count
Italy,CO,Carbon monoxide (air),2020,0.0,count
Italy,CO,Carbon monoxide (air),2019,0.504,mg/m3
Italy,CO,Carbon monoxide (air),2021,0.511,mg/m3
Italy,CO,Carbon monoxide (air),2014,0.522,mg/m3
Italy,CO,Carbon monoxide (air),2016,0.544,mg/m3
Italy,CO,Carbon monoxide (air),2017,0.549,mg/m3
Italy,CO,Carbon monoxide (air),2018,0.549,mg/m3
Italy,CO,Carbon monoxide (air),2020,0.68,mg/m3
Italy,CO,Carbon monoxide (air),2011,1.112,mg/m3
Italy,CO,Carbon monoxide (air),2009,1.163,mg/m3
Italy,CO,Carbon monoxide (air),2010,1.175,mg/m3
Italy,CO,Carbon monoxide (air),2001,2.277,mg/m3
Italy,CO,Carbon monoxide (air),2006,2.471,mg/m3
Italy,CO,Carbon monoxide (air),2009,0.504,mg/m3
Italy,CO,Carbon monoxide (air),2011,0.565,mg/m3
Italy,CO,Carbon monoxide (air),2010,0.568,mg/m3
Italy,CO,Carbon monoxide (air),2006,0.652,mg/m3
Italy,CO,Carbon monoxide (air),2001,0.86,mg/m3
Italy,CO,Carbon monoxide (air),2020,1.163,mg/m3
Italy,CO,Carbon monoxide (air),2017,1.3,mg/m3
Italy,CO,Carbon monoxide (air),2018,1.313,mg/m3
Italy,CO,Carbon monoxide (air),2019,1.35,mg/m3
Italy,CO,Carbon monoxide (air),2021,9.263,mg/m3
Italy,CO,Carbon monoxide (air),2017,0.0,count
Italy,CO,Carbon monoxide (air),2018,0.0,count
Italy,CO,Carbon monoxide (air),2019,0.0,count
Italy,CO,Carbon monoxide (air),2020,0.0,count
Italy,CO,Carbon monoxide (air),2021,0.0,count
Italy,CO,Carbon monoxide (air),2020,0.522,mg/m3
Italy,CO,Carbon monoxide (air),2018,0.524,mg/m3
Italy,CO,Carbon monoxide (air),2017,0.529,mg/m3
Italy,CO,Carbon monoxide (air),2019,0.534,mg/m3
Italy,CO,Carbon monoxide (air),2021,0.691,mg/m3
Italy,CO,Carbon monoxide (air),2015,0.736,mg/m3
Italy,CO,Carbon monoxide (air),2011,1.325,mg/m3
Italy,CO,Carbon monoxide (air),2012,1.612,mg/m3
Italy,CO,Carbon monoxide (air),2010,1.825,mg/m3
Italy,CO,Carbon monoxide (air),2008,1.987,mg/m3
Italy,CO,Carbon monoxide (air),2009,2.088,mg/m3
Italy,CO,Carbon monoxide (air),2012,0.568,mg/m3
Italy,CO,Carbon monoxide (air),2009,0.637,mg/m3
Italy,CO,Carbon monoxide (air),2011,0.672,mg/m3
Italy,CO,Carbon monoxide (air),2010,0.71,mg/m3
Italy,CO,Carbon monoxide (air),2008,0.758,mg/m3
Italy,CO,Carbon monoxide (air),2014,1.588,mg/m3
Italy,CO,Carbon monoxide (air),2016,1.663,mg/m3
Italy,CO,Carbon monoxide (air),2017,1.888,mg/m3
Italy,CO,Carbon monoxide (air),2021,1.95,mg/m3
Italy,CO,Carbon monoxide (air),2015,2.238,mg/m3
Italy,CO,Carbon monoxide (air),2018,2.275,mg/m3
Italy,CO,Carbon monoxide (air),2019,2.4,mg/m3
Italy,CO,Carbon monoxide (air),2020,2.429,mg/m3
Italy,CO,Carbon monoxide (air),2014,0.0,count
Italy,CO,Carbon monoxide (air),2015,0.0,count
Italy,CO,Carbon monoxide (air),2016,0.0,count
Italy,CO,Carbon monoxide (air),2017,0.0,count
Italy,CO,Carbon monoxide (air),2018,0.0,count
Italy,CO,Carbon monoxide (air),2019,0.0,count
Italy,CO,Carbon monoxide (air),2020,0.0,count
Italy,CO,Carbon monoxide (air),2021,0.0,count
Italy,CO,Carbon monoxide (air),2014,0.432,mg/m3
Italy,CO,Carbon monoxide (air),2016,0.571,mg/m3
Italy,CO,Carbon monoxide (air),2015,0.628,mg/m3
Italy,CO,Carbon monoxide (air),2017,0.63,mg/m3
Italy,CO,Carbon monoxide (air),2019,0.679,mg/m3
Italy,CO,Carbon monoxide (air),2018,0.74,mg/m3
Italy,CO,Carbon monoxide (air),2020,0.778,mg/m3
Italy,CO,Carbon monoxide (air),2021,0.861,mg/m3
Italy,CO,Carbon monoxide (air),2011,1.257,mg/m3
Italy,CO,Carbon monoxide (air),2009,1.737,mg/m3
Italy,CO,Carbon monoxide (air),2012,1.875,mg/m3
Italy,CO,Carbon monoxide (air),2010,2.588,mg/m3
Italy,CO,Carbon monoxide (air),2011,0.01,mg/m3
Italy,CO,Carbon monoxide (air),2009,0.513,mg/m3
Italy,CO,Carbon monoxide (air),2012,0.627,mg/m3
Italy,CO,Carbon monoxide (air),2010,0.636,mg/m3
Italy,CO,Carbon monoxide (air),2015,1.338,mg/m3
Italy,CO,Carbon monoxide (air),2016,1.388,mg/m3
Italy,CO,Carbon monoxide (air),2020,1.425,mg/m3
Italy,CO,Carbon monoxide (air),2019,1.5,mg/m3
Italy,CO,Carbon monoxide (air),2018,1.675,mg/m3
Italy,CO,Carbon monoxide (air),2021,1.738,mg/m3
Italy,CO,Carbon monoxide (air),2015,0.0,count
Italy,CO,Carbon monoxide (air),2016,0.0,count
Italy,CO,Carbon monoxide (air),2018,0.0,count
Italy,CO,Carbon monoxide (air),2019,0.0,count
Italy,CO,Carbon monoxide (air),2020,0.0,count
Italy,CO,Carbon monoxide (air),2021,0.0,count
Italy,CO,Carbon monoxide (air),2016,0.411,mg/m3
Italy,CO,Carbon monoxide (air),2015,0.465,mg/m3
Italy,CO,Carbon monoxide (air),2019,0.497,mg/m3
Italy,CO,Carbon monoxide (air),2018,0.529,mg/m3
Italy,CO,Carbon monoxide (air),2020,0.753,mg/m3
Italy,CO,Carbon monoxide (air),2021,0.932,mg/m3
Italy,CO,Carbon monoxide (air),2011,1.337,mg/m3
Italy,CO,Carbon monoxide (air),2012,1.4,mg/m3
Italy,CO,Carbon monoxide (air),2008,1.814,mg/m3
Italy,CO,Carbon monoxide (air),2009,1.825,mg/m3
Italy,CO,Carbon monoxide (air),2010,2.15,mg/m3
Italy,CO,Carbon monoxide (air),2011,0.367,mg/m3
Italy,CO,Carbon monoxide (air),2012,0.399,mg/m3
Italy,CO,Carbon monoxide (air),2010,0.437,mg/m3
Italy,CO,Carbon monoxide (air),2007,0.493,mg/m3
Italy,CO,Carbon monoxide (air),2009,0.502,mg/m3
Italy,CO,Carbon monoxide (air),2008,0.657,mg/m3
Italy,CO,Carbon monoxide (air),2021,1.175,mg/m3
Italy,CO,Carbon monoxide (air),2021,0.0,count
Italy,CO,Carbon monoxide (air),2021,0.721,mg/m3
Italy,CO,Carbon monoxide (air),2011,1.65,mg/m3
Italy,CO,Carbon monoxide (air),2012,1.85,mg/m3
Italy,CO,Carbon monoxide (air),2009,2.325,mg/m3
Italy,CO,Carbon monoxide (air),2008,3.1,mg/m3
Italy,CO,Carbon monoxide (air),2012,0.546,mg/m3
Italy,CO,Carbon monoxide (air),2009,0.573,mg/m3
Italy,CO,Carbon monoxide (air),2011,0.662,mg/m3
Italy,CO,Carbon monoxide (air),2008,0.698,mg/m3
Italy,CO,Carbon monoxide (air),2010,0.728,mg/m3
Italy,CO,Carbon monoxide (air),2007,0.82,mg/m3
Italy,CO,Carbon monoxide (air),2019,0.675,mg/m3
Italy,CO,Carbon monoxide (air),2016,0.7,mg/m3
Italy,CO,Carbon monoxide (air),2018,0.788,mg/m3
Italy,CO,Carbon monoxide (air),2017,0.85,mg/m3
Italy,CO,Carbon monoxide (air),2014,1.0,mg/m3
Italy,CO,Carbon monoxide (air),2020,1.0,mg/m3
Italy,CO,Carbon monoxide (air),2015,1.275,mg/m3
Italy,CO,Carbon monoxide (air),2014,0.0,count
Italy,CO,Carbon monoxide (air),2015,0.0,count
Italy,CO,Carbon monoxide (air),2016,0.0,count
